ReservationID,UserID,FacilityID,StartTime,EndTime,Purpose,Status,LastModifiedBy,CancellationReason
R0564,U097,F030,06/05/2025 18:30,06/05/2025 19:30,Conference,Confirmed,U098,
R0565,U068,F015,06/29/2025 16:30,06/29/2025 17:30,Career Fair,Confirmed,U174,
R0566,U205,F004,12/23/2025 11:00,12/23/2025 14:00,Study Group,Confirmed,U270,
R0567,U130,F001,12/02/2025 07:00,12/02/2025 11:00,Fitness Class,Confirmed,U268,
R0568,U284,F003,06/08/2025 10:30,06/08/2025 14:30,Dance Rehearsal,Confirmed,U081,
R0569,U244,F031,11/29/2025 13:30,11/29/2025 17:30,Conference,Confirmed,U085,
R0570,U056,F028,06/22/2025 12:30,06/22/2025 15:30,Conference,Completed,U080,
R0571,U092,F003,09/28/2025 13:00,09/28/2025 16:00,Swimming Training,Confirmed,U065,
R0572,U084,F031,11/11/2025 08:00,11/11/2025 11:00,Swimming Training,Confirmed,U068,
R0573,U286,F026,09/13/2025 10:30,09/13/2025 13:30,Yoga Session,Completed,U162,
R0574,U005,F006,05/30/2025 06:30,05/30/2025 07:30,Career Fair,Cancelled,U210,Scheduling Conflict
R0575,U145,F028,05/18/2025 13:30,05/18/2025 17:30,Fitness Class,Confirmed,U199,
R0576,U214,F030,11/29/2025 17:30,11/29/2025 18:30,Tournament,Confirmed,U064,
R0577,U014,F026,04/26/2025 08:00,04/26/2025 12:00,Workshop,Confirmed,U073,
R0578,U258,F011,03/27/2025 17:00,03/27/2025 20:00,Basketball Practice,Completed,U195,
R0579,U139,F021,10/24/2025 09:00,10/24/2025 11:00,Volleyball Practice,Confirmed,U013,
R0580,U259,F002,11/27/2025 20:00,11/27/2025 21:00,Training Session,Completed,U019,
R0581,U059,F007,05/23/2025 07:30,05/23/2025 11:30,Student Organization Meeting,Completed,U018,
R0582,U078,F022,03/21/2025 09:00,03/21/2025 13:00,Student Organization Meeting,Completed,U242,
R0583,U022,F008,05/01/2025 16:00,05/01/2025 20:00,Student Organization Meeting,Confirmed,U291,
R0584,U044,F023,07/18/2025 18:00,07/18/2025 21:00,Team Meeting,Completed,U253,
R0585,U118,F003,12/24/2025 13:00,12/24/2025 14:00,Volleyball Practice,Confirmed,U031,
R0586,U020,F016,09/08/2025 13:30,09/08/2025 14:30,Guest Lecture,Completed,U102,
R0587,U182,F008,10/09/2025 19:00,10/09/2025 20:00,Yoga Session,Completed,U209,
R0588,U156,F020,06/28/2025 16:00,06/28/2025 20:00,Conference,Confirmed,U228,
R0589,U002,F015,06/24/2025 15:00,06/24/2025 16:00,Volleyball Practice,Cancelled,U084,Scheduling Conflict
R0590,U187,F011,06/20/2025 18:30,06/20/2025 22:30,Dance Rehearsal,Confirmed,U044,
R0591,U140,F035,07/16/2025 12:30,07/16/2025 13:30,Conference,Completed,U134,
R0592,U271,F012,03/19/2025 16:00,03/19/2025 18:00,Team Meeting,Completed,U160,
R0593,U041,F001,12/22/2025 09:30,12/22/2025 11:30,Team Meeting,Completed,U059,
R0594,U250,F013,07/21/2025 19:00,07/21/2025 22:00,Student Organization Meeting,Confirmed,U080,
R0595,U004,F031,02/25/2025 13:00,02/25/2025 16:00,Dance Rehearsal,Confirmed,U081,
R0596,U068,F022,08/24/2025 10:00,08/24/2025 11:00,Tournament,Completed,U178,
R0597,U092,F033,03/15/2025 20:00,03/15/2025 22:00,Study Group,Confirmed,U093,
R0598,U130,F034,05/07/2025 11:00,05/07/2025 14:00,Yoga Session,Completed,U057,
R0599,U045,F005,06/08/2025 14:00,06/08/2025 16:00,Career Fair,Confirmed,U081,
R0600,U151,F014,02/10/2025 10:30,02/10/2025 12:30,Volleyball Practice,Completed,U147,
R0601,U206,F017,03/03/2025 09:30,03/03/2025 11:30,Career Fair,Confirmed,U060,
R0602,U047,F021,01/22/2025 13:00,01/22/2025 17:00,Guest Lecture,Confirmed,U230,
R0603,U143,F025,01/19/2025 16:30,01/19/2025 19:30,Fitness Class,Confirmed,U016,
R0604,U002,F022,01/31/2025 15:30,01/31/2025 18:30,Guest Lecture,Confirmed,U284,
R0605,U271,F003,08/30/2025 12:30,08/30/2025 15:30,Guest Lecture,Confirmed,U152,
R0606,U153,F012,06/09/2025 16:30,06/09/2025 17:30,Workshop,Completed,U279,
R0607,U188,F028,09/17/2025 16:30,09/17/2025 19:30,Guest Lecture,Confirmed,U209,
R0608,U226,F013,08/31/2025 15:00,08/31/2025 18:00,Training Session,Confirmed,U295,
R0609,U078,F003,03/12/2025 20:00,03/12/2025 23:00,Study Group,Completed,U090,
R0610,U037,F023,08/12/2025 10:30,08/12/2025 12:30,Study Group,Confirmed,U152,
R0611,U262,F004,04/19/2025 15:30,04/19/2025 17:30,Training Session,Cancelled,U031,Scheduling Conflict
R0612,U169,F008,11/22/2025 06:30,11/22/2025 08:30,Training Session,Completed,U119,
R0613,U225,F013,11/22/2025 09:30,11/22/2025 13:30,Dance Rehearsal,Confirmed,U177,
R0614,U072,F017,01/19/2025 11:30,01/19/2025 13:30,Yoga Session,Confirmed,U082,
R0615,U251,F022,08/19/2025 18:30,08/19/2025 21:30,Swimming Training,Confirmed,U229,
R0616,U154,F016,10/19/2025 12:00,10/19/2025 13:00,Team Meeting,Confirmed,U281,
R0617,U237,F006,01/18/2025 13:30,01/18/2025 14:30,Yoga Session,Completed,U007,
R0618,U009,F020,01/30/2025 09:00,01/30/2025 13:00,Conference,Confirmed,U092,
R0619,U072,F029,08/01/2025 15:00,08/01/2025 18:00,Conference,Completed,U127,
R0620,U162,F032,11/04/2025 11:30,11/04/2025 15:30,Swimming Training,Confirmed,U104,
R0621,U134,F030,09/03/2025 15:00,09/03/2025 19:00,Guest Lecture,Confirmed,U237,
R0622,U295,F025,04/21/2025 14:30,04/21/2025 15:30,Dance Rehearsal,Confirmed,U125,
R0623,U101,F013,02/01/2025 10:30,02/01/2025 13:30,Training Session,Confirmed,U019,
R0624,U071,F013,03/04/2025 15:00,03/04/2025 18:00,Training Session,Confirmed,U246,
R0625,U160,F004,09/07/2025 15:00,09/07/2025 19:00,Student Organization Meeting,Confirmed,U215,
R0626,U221,F008,06/14/2025 12:30,06/14/2025 13:30,Yoga Session,Confirmed,U286,
R0627,U020,F001,12/01/2025 14:00,12/01/2025 16:00,Tournament,Confirmed,U280,
R0628,U129,F001,06/22/2025 07:30,06/22/2025 11:30,Guest Lecture,Cancelled,U167,Scheduling Conflict
R0629,U084,F010,08/11/2025 13:30,08/11/2025 16:30,Team Meeting,Cancelled,U025,Scheduling Conflict
R0630,U243,F005,01/17/2025 13:00,01/17/2025 15:00,Conference,Completed,U057,
R0631,U045,F003,12/18/2025 08:00,12/18/2025 11:00,Workshop,Confirmed,U285,
R0632,U134,F011,07/23/2025 14:00,07/23/2025 18:00,Student Organization Meeting,Confirmed,U056,
R0633,U132,F011,03/09/2025 08:00,03/09/2025 09:00,Conference,Completed,U087,
R0634,U229,F011,05/01/2025 10:00,05/01/2025 14:00,Swimming Training,Cancelled,U128,Scheduling Conflict
R0635,U092,F025,12/02/2025 13:00,12/02/2025 15:00,Guest Lecture,Confirmed,U019,
R0636,U051,F029,03/06/2025 17:00,03/06/2025 18:00,Training Session,Confirmed,U168,
R0637,U080,F007,06/11/2025 13:30,06/11/2025 15:30,Training Session,Completed,U174,
R0638,U014,F019,01/26/2025 10:30,01/26/2025 12:30,Student Organization Meeting,Completed,U042,
R0639,U130,F010,03/15/2025 09:00,03/15/2025 13:00,Student Organization Meeting,Confirmed,U231,
R0640,U065,F031,11/27/2025 15:00,11/27/2025 19:00,Student Organization Meeting,Confirmed,U154,
R0641,U286,F003,12/17/2025 19:30,12/17/2025 22:30,Conference,Confirmed,U117,
R0642,U236,F014,11/30/2025 19:00,11/30/2025 23:00,Team Meeting,Cancelled,U280,Scheduling Conflict
R0643,U032,F003,12/11/2025 07:00,12/11/2025 08:00,Study Group,Confirmed,U251,
R0644,U114,F019,11/15/2025 06:30,11/15/2025 08:30,Career Fair,Completed,U128,
R0645,U221,F010,02/10/2025 14:00,02/10/2025 17:00,Basketball Practice,Confirmed,U043,
R0646,U207,F019,02/10/2025 15:00,02/10/2025 18:00,Workshop,Confirmed,U212,
R0647,U046,F010,08/21/2025 11:30,08/21/2025 15:30,Basketball Practice,Confirmed,U145,
R0648,U118,F026,09/14/2025 17:00,09/14/2025 20:00,Fitness Class,Confirmed,U119,
R0649,U080,F014,07/12/2025 11:00,07/12/2025 13:00,Volleyball Practice,Confirmed,U227,
R0650,U090,F008,01/07/2025 09:30,01/07/2025 12:30,Student Organization Meeting,Completed,U016,
R0651,U206,F007,09/18/2025 14:00,09/18/2025 15:00,Career Fair,Confirmed,U222,
R0652,U246,F013,11/20/2025 11:30,11/20/2025 12:30,Career Fair,Confirmed,U091,
R0653,U202,F035,01/01/2025 08:00,01/01/2025 12:00,Student Organization Meeting,Completed,U028,
R0654,U158,F026,12/02/2025 10:30,12/02/2025 14:30,Student Organization Meeting,Completed,U258,
R0655,U262,F020,12/22/2025 08:00,12/22/2025 12:00,Team Meeting,Completed,U089,
R0656,U043,F009,09/18/2025 15:00,09/18/2025 18:00,Guest Lecture,Completed,U175,
R0657,U134,F017,03/19/2025 09:30,03/19/2025 13:30,Yoga Session,Confirmed,U027,
R0658,U287,F009,11/10/2025 07:30,11/10/2025 09:30,Student Organization Meeting,Confirmed,U297,
R0659,U233,F003,10/15/2025 15:30,10/15/2025 17:30,Yoga Session,Completed,U190,
R0660,U190,F022,09/05/2025 13:30,09/05/2025 16:30,Guest Lecture,Confirmed,U011,
R0661,U120,F013,07/10/2025 17:00,07/10/2025 19:00,Team Meeting,Confirmed,U022,
R0662,U069,F014,12/16/2025 16:30,12/16/2025 17:30,Team Meeting,Confirmed,U145,
R0663,U191,F030,09/21/2025 06:00,09/21/2025 08:00,Student Organization Meeting,Completed,U069,
R0664,U206,F008,01/09/2025 07:30,01/09/2025 11:30,Volleyball Practice,Confirmed,U246,
R0665,U086,F017,05/25/2025 09:00,05/25/2025 13:00,Basketball Practice,Confirmed,U194,
R0666,U139,F035,10/18/2025 08:00,10/18/2025 09:00,Career Fair,Confirmed,U084,
R0667,U187,F027,09/26/2025 10:30,09/26/2025 13:30,Basketball Practice,Confirmed,U059,
R0668,U172,F017,05/24/2025 20:30,05/24/2025 22:30,Training Session,Cancelled,U272,Scheduling Conflict
R0669,U151,F024,10/04/2025 11:30,10/04/2025 12:30,Workshop,Cancelled,U253,Scheduling Conflict
R0670,U281,F025,01/27/2025 10:30,01/27/2025 14:30,Team Meeting,Confirmed,U285,
R0671,U193,F008,03/14/2025 07:30,03/14/2025 09:30,Tournament,Cancelled,U032,Scheduling Conflict
R0672,U100,F022,08/19/2025 20:30,08/19/2025 23:30,Guest Lecture,Confirmed,U039,
R0673,U050,F005,12/10/2025 10:30,12/10/2025 12:30,Basketball Practice,Confirmed,U035,
R0674,U277,F015,02/07/2025 18:00,02/07/2025 21:00,Volleyball Practice,Cancelled,U233,Scheduling Conflict
R0675,U152,F031,02/25/2025 12:00,02/25/2025 16:00,Dance Rehearsal,Confirmed,U216,
R0676,U137,F027,04/20/2025 15:00,04/20/2025 16:00,Basketball Practice,Confirmed,U129,
R0677,U066,F031,04/14/2025 14:00,04/14/2025 17:00,Volleyball Practice,Confirmed,U073,
R0678,U031,F004,12/10/2025 06:30,12/10/2025 10:30,Basketball Practice,Completed,U123,
R0679,U265,F028,07/14/2025 10:00,07/14/2025 14:00,Volleyball Practice,Confirmed,U018,
R0680,U160,F009,04/02/2025 11:30,04/02/2025 13:30,Fitness Class,Confirmed,U106,
R0681,U101,F025,03/18/2025 18:30,03/18/2025 19:30,Student Organization Meeting,Completed,U285,
R0682,U123,F012,05/26/2025 17:00,05/26/2025 21:00,Volleyball Practice,Completed,U218,
R0683,U059,F016,02/25/2025 17:30,02/25/2025 21:30,Workshop,Completed,U254,
R0684,U241,F009,10/14/2025 09:30,10/14/2025 10:30,Conference,Confirmed,U166,
R0685,U226,F032,12/20/2025 19:30,12/20/2025 21:30,Swimming Training,Confirmed,U050,
R0686,U151,F017,02/17/2025 18:30,02/17/2025 22:30,Training Session,Confirmed,U298,
R0687,U249,F021,05/07/2025 14:00,05/07/2025 16:00,Guest Lecture,Confirmed,U177,
R0688,U098,F032,02/05/2025 18:30,02/05/2025 21:30,Fitness Class,Confirmed,U084,
R0689,U293,F021,01/07/2025 19:00,01/07/2025 22:00,Career Fair,Confirmed,U082,
R0690,U283,F013,09/09/2025 18:00,09/09/2025 20:00,Conference,Confirmed,U086,
R0691,U248,F011,02/14/2025 13:30,02/14/2025 16:30,Volleyball Practice,Confirmed,U032,
R0692,U222,F007,07/26/2025 12:00,07/26/2025 16:00,Student Organization Meeting,Cancelled,U015,Scheduling Conflict
R0693,U107,F032,10/27/2025 07:30,10/27/2025 09:30,Swimming Training,Confirmed,U103,
R0694,U163,F008,01/28/2025 18:30,01/28/2025 22:30,Yoga Session,Cancelled,U225,Scheduling Conflict
R0695,U207,F020,04/23/2025 18:30,04/23/2025 20:30,Workshop,Cancelled,U193,Scheduling Conflict
R0696,U270,F012,12/15/2025 10:00,12/15/2025 13:00,Yoga Session,Confirmed,U120,
R0697,U075,F010,05/08/2025 12:30,05/08/2025 16:30,Volleyball Practice,Completed,U021,
R0698,U272,F016,12/19/2025 19:30,12/19/2025 20:30,Fitness Class,Confirmed,U061,
R0699,U289,F031,12/21/2025 16:00,12/21/2025 19:00,Guest Lecture,Cancelled,U260,Scheduling Conflict
R0700,U152,F008,07/31/2025 15:30,07/31/2025 16:30,Career Fair,Confirmed,U186,
R0701,U029,F010,03/14/2025 16:30,03/14/2025 18:30,Conference,Completed,U084,
R0702,U158,F005,11/14/2025 06:00,11/14/2025 07:00,Yoga Session,Confirmed,U263,
R0703,U048,F029,01/19/2025 19:00,01/19/2025 21:00,Career Fair,Confirmed,U169,
R0704,U220,F017,07/23/2025 14:00,07/23/2025 15:00,Yoga Session,Confirmed,U010,
R0705,U018,F026,08/03/2025 10:00,08/03/2025 11:00,Career Fair,Completed,U100,
R0706,U026,F020,10/08/2025 17:00,10/08/2025 21:00,Guest Lecture,Confirmed,U025,
R0707,U167,F001,06/27/2025 17:30,06/27/2025 18:30,Study Group,Confirmed,U231,
R0708,U181,F003,05/12/2025 17:00,05/12/2025 20:00,Swimming Training,Confirmed,U253,
R0709,U022,F011,04/08/2025 13:30,04/08/2025 17:30,Career Fair,Confirmed,U266,
R0710,U135,F023,05/29/2025 17:00,05/29/2025 19:00,Career Fair,Confirmed,U205,
R0711,U253,F026,01/04/2025 18:00,01/04/2025 20:00,Tournament,Confirmed,U054,
R0712,U015,F019,09/20/2025 16:30,09/20/2025 17:30,Guest Lecture,Confirmed,U290,
R0713,U064,F032,02/17/2025 17:00,02/17/2025 18:00,Basketball Practice,Confirmed,U006,
R0714,U097,F008,04/22/2025 15:30,04/22/2025 16:30,Workshop,Confirmed,U045,
R0715,U176,F035,11/16/2025 12:30,11/16/2025 14:30,Basketball Practice,Confirmed,U056,
R0716,U071,F014,04/13/2025 06:00,04/13/2025 10:00,Fitness Class,Completed,U037,
R0717,U251,F032,11/20/2025 12:30,11/20/2025 13:30,Volleyball Practice,Confirmed,U157,
R0718,U140,F016,09/21/2025 13:00,09/21/2025 15:00,Workshop,Completed,U104,
R0719,U253,F031,02/03/2025 10:30,02/03/2025 13:30,Yoga Session,Confirmed,U161,
R0720,U228,F009,07/20/2025 20:30,07/20/2025 21:30,Conference,Confirmed,U177,
R0721,U127,F028,04/03/2025 06:00,04/03/2025 08:00,Basketball Practice,Confirmed,U171,
R0722,U188,F014,09/13/2025 20:00,09/14/2025 00:00,Basketball Practice,Completed,U168,
R0723,U091,F028,10/13/2025 18:30,10/13/2025 22:30,Workshop,Confirmed,U012,
R0724,U039,F006,12/21/2025 06:00,12/21/2025 08:00,Study Group,Confirmed,U287,
R0725,U247,F025,06/10/2025 16:00,06/10/2025 19:00,Volleyball Practice,Completed,U188,
R0726,U285,F015,07/24/2025 08:30,07/24/2025 11:30,Swimming Training,Completed,U006,
R0727,U133,F003,01/13/2025 20:00,01/14/2025 00:00,Dance Rehearsal,Confirmed,U298,
R0728,U226,F014,09/25/2025 17:00,09/25/2025 18:00,Fitness Class,Completed,U085,
R0729,U136,F017,06/14/2025 14:00,06/14/2025 16:00,Conference,Completed,U264,
R0730,U168,F005,07/22/2025 19:00,07/22/2025 23:00,Fitness Class,Confirmed,U121,
R0731,U109,F027,09/20/2025 14:00,09/20/2025 18:00,Volleyball Practice,Confirmed,U075,
R0732,U299,F032,11/29/2025 14:30,11/29/2025 16:30,Volleyball Practice,Confirmed,U145,
R0733,U042,F005,04/23/2025 15:00,04/23/2025 18:00,Basketball Practice,Completed,U079,
R0734,U045,F026,11/09/2025 12:00,11/09/2025 14:00,Student Organization Meeting,Confirmed,U155,
R0735,U161,F005,10/26/2025 20:00,10/26/2025 21:00,Student Organization Meeting,Confirmed,U180,
R0736,U251,F022,01/11/2025 18:30,01/11/2025 19:30,Career Fair,Confirmed,U119,
R0737,U118,F035,03/04/2025 13:00,03/04/2025 17:00,Conference,Completed,U225,
R0738,U084,F034,03/21/2025 09:30,03/21/2025 11:30,Yoga Session,Confirmed,U085,
R0739,U170,F011,09/18/2025 15:00,09/18/2025 16:00,Tournament,Confirmed,U260,
R0740,U210,F012,03/11/2025 13:00,03/11/2025 15:00,Student Organization Meeting,Confirmed,U036,
R0741,U071,F016,06/23/2025 11:30,06/23/2025 15:30,Tournament,Confirmed,U248,
R0742,U197,F008,09/15/2025 08:30,09/15/2025 10:30,Training Session,Completed,U007,
R0743,U175,F032,06/09/2025 20:00,06/09/2025 22:00,Study Group,Confirmed,U228,
R0744,U299,F008,09/15/2025 10:30,09/15/2025 13:30,Team Meeting,Completed,U282,
R0745,U045,F004,11/13/2025 06:30,11/13/2025 10:30,Career Fair,Confirmed,U293,
R0746,U117,F012,10/21/2025 15:00,10/21/2025 19:00,Volleyball Practice,Confirmed,U123,
R0747,U295,F008,07/24/2025 10:00,07/24/2025 14:00,Fitness Class,Confirmed,U225,
R0748,U187,F003,11/30/2025 10:00,11/30/2025 13:00,Basketball Practice,Completed,U164,
R0749,U080,F003,03/30/2025 18:30,03/30/2025 22:30,Basketball Practice,Confirmed,U227,
R0750,U209,F017,08/24/2025 12:30,08/24/2025 14:30,Dance Rehearsal,Confirmed,U241,
R0751,U131,F001,10/05/2025 09:30,10/05/2025 12:30,Career Fair,Completed,U274,
R0752,U299,F012,01/17/2025 11:30,01/17/2025 13:30,Student Organization Meeting,Completed,U138,
R0753,U037,F014,01/22/2025 17:00,01/22/2025 19:00,Student Organization Meeting,Confirmed,U066,
R0754,U213,F013,09/23/2025 20:00,09/24/2025 00:00,Fitness Class,Confirmed,U270,
R0755,U067,F021,12/06/2025 13:30,12/06/2025 16:30,Guest Lecture,Cancelled,U199,Scheduling Conflict
R0756,U139,F035,03/30/2025 08:00,03/30/2025 11:00,Career Fair,Confirmed,U274,
R0757,U179,F005,10/23/2025 11:30,10/23/2025 12:30,Training Session,Confirmed,U205,
R0758,U252,F034,02/09/2025 11:30,02/09/2025 12:30,Training Session,Confirmed,U287,
R0759,U203,F034,11/07/2025 14:00,11/07/2025 18:00,Team Meeting,Confirmed,U060,
R0760,U071,F028,12/20/2025 10:00,12/20/2025 11:00,Student Organization Meeting,Confirmed,U111,
R0761,U264,F029,10/21/2025 08:00,10/21/2025 12:00,Conference,Confirmed,U266,
R0762,U258,F030,12/08/2025 08:30,12/08/2025 12:30,Tournament,Confirmed,U286,
R0763,U240,F026,01/16/2025 07:00,01/16/2025 08:00,Guest Lecture,Confirmed,U184,
R0764,U209,F031,04/16/2025 15:00,04/16/2025 19:00,Workshop,Confirmed,U186,
R0765,U232,F022,03/04/2025 19:00,03/04/2025 23:00,Yoga Session,Completed,U160,
R0766,U138,F018,06/18/2025 18:30,06/18/2025 20:30,Fitness Class,Confirmed,U139,
R0767,U150,F029,12/06/2025 06:30,12/06/2025 09:30,Conference,Confirmed,U052,
R0768,U024,F032,09/05/2025 09:00,09/05/2025 13:00,Basketball Practice,Confirmed,U168,
R0769,U150,F005,10/19/2025 18:30,10/19/2025 20:30,Tournament,Cancelled,U061,Scheduling Conflict
R0770,U229,F010,07/19/2025 14:00,07/19/2025 17:00,Guest Lecture,Confirmed,U086,
R0771,U291,F010,03/20/2025 16:00,03/20/2025 19:00,Fitness Class,Confirmed,U199,
R0772,U071,F016,08/31/2025 13:30,08/31/2025 15:30,Volleyball Practice,Confirmed,U207,
R0773,U261,F002,11/23/2025 14:30,11/23/2025 15:30,Student Organization Meeting,Confirmed,U163,
R0774,U137,F021,04/05/2025 12:00,04/05/2025 15:00,Career Fair,Confirmed,U228,
R0775,U108,F023,04/25/2025 17:00,04/25/2025 21:00,Volleyball Practice,Confirmed,U158,
R0776,U134,F029,06/30/2025 07:00,06/30/2025 08:00,Basketball Practice,Completed,U078,
R0777,U090,F029,03/28/2025 18:00,03/28/2025 20:00,Fitness Class,Cancelled,U111,Scheduling Conflict
R0778,U144,F033,01/15/2025 16:00,01/15/2025 17:00,Volleyball Practice,Completed,U283,
R0779,U004,F024,08/21/2025 09:00,08/21/2025 11:00,Team Meeting,Completed,U066,
R0780,U111,F017,01/01/2025 17:30,01/01/2025 20:30,Career Fair,Confirmed,U226,
R0781,U276,F021,08/12/2025 13:30,08/12/2025 17:30,Training Session,Completed,U127,
R0782,U168,F022,09/18/2025 08:30,09/18/2025 09:30,Dance Rehearsal,Completed,U091,
R0783,U294,F014,03/02/2025 12:00,03/02/2025 14:00,Training Session,Confirmed,U289,
R0784,U198,F027,07/21/2025 11:00,07/21/2025 12:00,Guest Lecture,Confirmed,U163,
R0785,U182,F022,08/31/2025 13:30,08/31/2025 14:30,Fitness Class,Confirmed,U137,
R0786,U027,F018,12/13/2025 07:00,12/13/2025 08:00,Swimming Training,Completed,U180,
R0787,U222,F001,11/07/2025 16:30,11/07/2025 19:30,Dance Rehearsal,Completed,U151,
R0788,U098,F012,12/21/2025 07:30,12/21/2025 08:30,Study Group,Confirmed,U026,
R0789,U221,F010,05/06/2025 15:00,05/06/2025 19:00,Student Organization Meeting,Confirmed,U032,
R0790,U263,F001,07/19/2025 19:30,07/19/2025 21:30,Basketball Practice,Confirmed,U079,
R0791,U240,F025,09/28/2025 06:00,09/28/2025 09:00,Fitness Class,Confirmed,U206,
R0792,U036,F030,12/12/2025 15:00,12/12/2025 19:00,Training Session,Confirmed,U119,
R0793,U249,F003,06/03/2025 09:30,06/03/2025 10:30,Career Fair,Confirmed,U116,
R0794,U238,F002,09/29/2025 11:30,09/29/2025 15:30,Career Fair,Confirmed,U100,
R0795,U038,F035,03/26/2025 08:30,03/26/2025 11:30,Workshop,Confirmed,U253,
R0796,U084,F001,03/05/2025 09:30,03/05/2025 12:30,Fitness Class,Confirmed,U106,
R0797,U083,F029,01/06/2025 14:00,01/06/2025 15:00,Career Fair,Confirmed,U217,
R0798,U149,F032,07/05/2025 10:30,07/05/2025 12:30,Guest Lecture,Confirmed,U092,
R0799,U211,F006,06/17/2025 13:00,06/17/2025 15:00,Fitness Class,Completed,U238,
R0800,U016,F003,02/14/2025 12:30,02/14/2025 15:30,Student Organization Meeting,Cancelled,U194,Scheduling Conflict
R0801,U300,F006,12/07/2025 17:00,12/07/2025 19:00,Conference,Confirmed,U014,
R0802,U233,F001,11/12/2025 13:00,11/12/2025 14:00,Volleyball Practice,Completed,U278,
R0803,U183,F022,04/30/2025 13:00,04/30/2025 17:00,Fitness Class,Confirmed,U155,
R0804,U039,F013,09/11/2025 16:00,09/11/2025 20:00,Dance Rehearsal,Confirmed,U096,
R0805,U218,F027,07/08/2025 15:30,07/08/2025 16:30,Yoga Session,Confirmed,U299,
R0806,U117,F022,08/09/2025 17:00,08/09/2025 20:00,Tournament,Completed,U118,
R0807,U200,F025,06/11/2025 11:00,06/11/2025 14:00,Career Fair,Confirmed,U275,
R0808,U299,F012,03/12/2025 06:30,03/12/2025 10:30,Workshop,Completed,U268,
R0809,U069,F022,09/28/2025 06:30,09/28/2025 07:30,Dance Rehearsal,Confirmed,U077,
R0810,U066,F008,03/31/2025 09:30,03/31/2025 13:30,Conference,Confirmed,U148,
R0811,U017,F005,05/04/2025 12:00,05/04/2025 14:00,Team Meeting,Confirmed,U276,
R0812,U114,F014,07/29/2025 15:00,07/29/2025 18:00,Training Session,Confirmed,U058,
R0813,U126,F028,05/04/2025 07:00,05/04/2025 08:00,Team Meeting,Confirmed,U289,
R0814,U096,F001,09/04/2025 14:00,09/04/2025 15:00,Team Meeting,Confirmed,U167,
R0815,U223,F001,10/09/2025 08:00,10/09/2025 09:00,Conference,Confirmed,U257,
R0816,U094,F033,09/07/2025 14:30,09/07/2025 18:30,Guest Lecture,Confirmed,U167,
R0817,U262,F029,07/19/2025 16:30,07/19/2025 18:30,Career Fair,Confirmed,U067,
R0818,U123,F001,03/04/2025 14:00,03/04/2025 15:00,Student Organization Meeting,Confirmed,U024,
R0819,U071,F008,09/24/2025 13:30,09/24/2025 17:30,Student Organization Meeting,Confirmed,U048,
R0820,U217,F020,12/07/2025 17:00,12/07/2025 18:00,Tournament,Confirmed,U143,
R0821,U113,F005,08/26/2025 09:30,08/26/2025 10:30,Swimming Training,Confirmed,U011,
R0822,U134,F023,11/29/2025 09:30,11/29/2025 13:30,Team Meeting,Confirmed,U226,
R0823,U208,F029,09/03/2025 15:30,09/03/2025 18:30,Fitness Class,Confirmed,U061,
R0824,U141,F014,12/17/2025 16:30,12/17/2025 18:30,Student Organization Meeting,Confirmed,U297,
R0825,U134,F008,06/29/2025 11:30,06/29/2025 12:30,Training Session,Completed,U109,
R0826,U094,F021,06/03/2025 06:30,06/03/2025 10:30,Career Fair,Confirmed,U082,
R0827,U065,F031,06/26/2025 13:00,06/26/2025 15:00,Student Organization Meeting,Completed,U121,
R0828,U067,F033,09/12/2025 14:00,09/12/2025 18:00,Volleyball Practice,Confirmed,U248,
R0829,U234,F019,02/03/2025 09:00,02/03/2025 13:00,Yoga Session,Confirmed,U097,
R0830,U283,F019,07/03/2025 10:30,07/03/2025 12:30,Workshop,Completed,U284,
R0831,U141,F019,11/12/2025 06:30,11/12/2025 08:30,Training Session,Completed,U187,
R0832,U063,F003,08/02/2025 11:30,08/02/2025 13:30,Student Organization Meeting,Confirmed,U257,
R0833,U084,F002,12/11/2025 17:00,12/11/2025 20:00,Student Organization Meeting,Confirmed,U271,
R0834,U133,F020,05/16/2025 20:00,05/16/2025 21:00,Fitness Class,Confirmed,U209,
R0835,U157,F020,01/05/2025 08:00,01/05/2025 11:00,Conference,Confirmed,U004,
R0836,U093,F009,03/16/2025 20:00,03/16/2025 22:00,Volleyball Practice,Completed,U077,
R0837,U218,F028,01/23/2025 13:00,01/23/2025 17:00,Tournament,Completed,U138,
R0838,U025,F031,12/02/2025 07:00,12/02/2025 08:00,Fitness Class,Confirmed,U192,
R0839,U164,F026,11/19/2025 14:00,11/19/2025 17:00,Yoga Session,Completed,U256,
R0840,U093,F019,12/11/2025 07:30,12/11/2025 08:30,Fitness Class,Completed,U159,
R0841,U284,F003,11/10/2025 18:00,11/10/2025 21:00,Yoga Session,Confirmed,U195,
R0842,U180,F001,05/05/2025 11:00,05/05/2025 13:00,Guest Lecture,Confirmed,U158,
R0843,U006,F019,01/08/2025 09:00,01/08/2025 11:00,Guest Lecture,Confirmed,U119,
R0844,U208,F004,06/11/2025 20:30,06/11/2025 23:30,Training Session,Confirmed,U030,
R0845,U201,F022,04/03/2025 06:00,04/03/2025 08:00,Workshop,Confirmed,U027,
R0846,U043,F010,01/06/2025 10:00,01/06/2025 11:00,Fitness Class,Completed,U192,
R0847,U139,F010,04/19/2025 09:00,04/19/2025 12:00,Study Group,Confirmed,U197,
